no,nama,kalimat,tema_postingan,ponpes,sentiment_class,sentiment_score,aspek_manual,text_for_rnn
62,Ramlah Bahri,Luar biasa 👍💪,[PENUTUPAN KEJUARAAN PENCAK SILAT ANTAR SANTRI DI PPM AL-IKHLASH],PPM AL-Ikhlash Lampoko,Positive,8.0,Motivasi/Spiritual,Luar biasa 👍💪 [PENUTUPAN KEJUARAAN PENCAK SILAT ANTAR SANTRI DI PPM AL-IKHLASH]
63,Yanhe Betet,Masya Allah😇😇,[PENUTUPAN KEJUARAAN PENCAK SILAT ANTAR SANTRI DI PPM AL-IKHLASH],PPM AL-Ikhlash Lampoko,Positive,7.0,Motivasi/Spiritual,Masya Allah😇😇 [PENUTUPAN KEJUARAAN PENCAK SILAT ANTAR SANTRI DI PPM AL-IKHLASH]
64,Nur Mala,Mungkin begitulah kira2 yg terjadi sama anak ku Fadlan Dwi Ananda yg sdh tahun ke4 di pondok😀tinggal injak2 doang😅,Perbedaan Santri baru dengan Santri Lama tentang cara mencuci Baju!,PPM AL-Ikhlash Lampoko,Positive,28.0,Kegiatan Pondok,Mungkin begitulah kira2 yg terjadi sama anak ku Fadlan Dwi Ananda yg sdh tahun ke4 di pondok😀tinggal injak2 doang😅 Perbedaan Santri baru dengan Santri Lama tentang cara mencuci Baju!
65,Wandi Abbas,Adakah group WA org tua wali?,Perbedaan Santri baru dengan Santri Lama tentang cara mencuci Baju!,PPM AL-Ikhlash Lampoko,Positive,22.0,Kegiatan Pondok,Adakah group WA org tua wali? Perbedaan Santri baru dengan Santri Lama tentang cara mencuci Baju!
66,Hastuti,mungkin begitu juga anakku kalo mencuci kasian Nabil Annisar SDH hampir 2 THN mondok di Al ikhlas😁😁😁,Perbedaan Santri baru dengan Santri Lama tentang cara mencuci Baju!,PPM AL-Ikhlash Lampoko,Positive,23.0,Kegiatan Pondok,mungkin begitu juga anakku kalo mencuci kasian Nabil Annisar SDH hampir 2 THN mondok di Al ikhlas😁😁😁 Perbedaan Santri baru dengan Santri Lama tentang cara mencuci Baju!
67,Lisa Ummi Khalis,"Wahh, itu kalo cowok 😀",Perbedaan Santri baru dengan Santri Lama tentang cara mencuci Baju!,PPM AL-Ikhlash Lampoko,Positive,12.0,Kegiatan Pondok,"Wahh, itu kalo cowok 😀 Perbedaan Santri baru dengan Santri Lama tentang cara mencuci Baju!"
68,Nurjati Husain Jati,Fakhri dulu begitu  nainjak -injak😀😀😀,Perbedaan Santri baru dengan Santri Lama tentang cara mencuci Baju!,PPM AL-Ikhlash Lampoko,Positive,11.0,Kegiatan Pondok,Fakhri dulu begitu  nainjak -injak😀😀😀 Perbedaan Santri baru dengan Santri Lama tentang cara mencuci Baju!
69,Sakina Hatta,😀😀😀,Perbedaan Santri baru dengan Santri Lama tentang cara mencuci Baju!,PPM AL-Ikhlash Lampoko,Positive,11.0,Kegiatan Pondok,😀😀😀 Perbedaan Santri baru dengan Santri Lama tentang cara mencuci Baju!
70,Ramlah Bahri,Selamat nak ku semua. Terkhusus Mutiara Muthi'ah Bahri. Semangat sehat dan sukses selalu.,Selamat dan Sukses kepada santri dan santri wati yang telah meraih kejuaraan festival anak sholeh-sholehah antar SMP/MTS Se-Polewali Mandar di UPTD SMAN 1 WONOMULYO.,PPM AL-Ikhlash Lampoko,Positive,31.0,Motivasi/Spiritual,Selamat nak ku semua. Terkhusus Mutiara Muthi'ah Bahri. Semangat sehat dan sukses selalu. Selamat dan Sukses kepada santri dan santri wati yang telah meraih kejuaraan festival anak sholeh-sholehah antar SMP/MTS Se-Polewali Mandar di UPTD SMAN 1 WONOMULYO.
71,Nurdaris Prawira Negara,"MasyaAllah...., sukses utk semua anak2ku yg telah menoreh ptestasi. InshaAllah kelak ini akan menjadi bekal utk menjawab tantangan yg lbh sulit lg dimasa mendatang. Ucapan terimakasih yg setinggi2nya kepada para ustad n ustadzah yg telah membimbing n mengajarkan ilmu yg tdk ternilai bagi anak2 kami hingga mengantarkan anak2 pondok pesantren Al Ikhlas lampoko meraih prestasi, khusus ananda Alfarizqi.... prestasi ini tdk terhenti smp disini nak, terus asah kemampuan n bakatmu. Sukses buat semua anak2q....🤲🤲🤲🙏🙏🙏",Selamat dan Sukses kepada santri dan santri wati yang telah meraih kejuaraan festival anak sholeh-sholehah antar SMP/MTS Se-Polewali Mandar di UPTD SMAN 1 WONOMULYO.,PPM AL-Ikhlash Lampoko,Positive,110.0,Pembinaan Karakter,"MasyaAllah...., sukses utk semua anak2ku yg telah menoreh ptestasi. InshaAllah kelak ini akan menjadi bekal utk menjawab tantangan yg lbh sulit lg dimasa mendatang. Ucapan terimakasih yg setinggi2nya kepada para ustad n ustadzah yg telah membimbing n mengajarkan ilmu yg tdk ternilai bagi anak2 kami hingga mengantarkan anak2 pondok pesantren Al Ikhlas lampoko meraih prestasi, khusus ananda Alfarizqi.... prestasi ini tdk terhenti smp disini nak, terus asah kemampuan n bakatmu. Sukses buat semua anak2q....🤲🤲🤲🙏🙏🙏 Selamat dan Sukses kepada santri dan santri wati yang telah meraih kejuaraan festival anak sholeh-sholehah antar SMP/MTS Se-Polewali Mandar di UPTD SMAN 1 WONOMULYO."
72,Ikra,Selamat atas pencapaiannya semua,Selamat dan Sukses kepada santri dan santri wati yang telah meraih kejuaraan festival anak sholeh-sholehah antar SMP/MTS Se-Polewali Mandar di UPTD SMAN 1 WONOMULYO.,PPM AL-Ikhlash Lampoko,Positive,31.0,Motivasi/Spiritual,Selamat atas pencapaiannya semua Selamat dan Sukses kepada santri dan santri wati yang telah meraih kejuaraan festival anak sholeh-sholehah antar SMP/MTS Se-Polewali Mandar di UPTD SMAN 1 WONOMULYO.
73,Lisa Ummi Khalis,Selamat nak saleh dan saleha🥰🥰,Selamat dan Sukses kepada santri dan santri wati yang telah meraih kejuaraan festival anak sholeh-sholehah antar SMP/MTS Se-Polewali Mandar di UPTD SMAN 1 WONOMULYO.,PPM AL-Ikhlash Lampoko,Positive,18.0,Motivasi/Spiritual,Selamat nak saleh dan saleha🥰🥰 Selamat dan Sukses kepada santri dan santri wati yang telah meraih kejuaraan festival anak sholeh-sholehah antar SMP/MTS Se-Polewali Mandar di UPTD SMAN 1 WONOMULYO.
74,Sri Hastuti Astriani,Sukses buat Nanda berdua 👍,"Finalis Pemilihan Duta Pelajar Sulawesi Barat Tahun 2024,",PPM AL-Ikhlash Lampoko,Positive,19.0,Kualitas Guru,"Sukses buat Nanda berdua 👍 Finalis Pemilihan Duta Pelajar Sulawesi Barat Tahun 2024,"
75,Ratna,"Sukses selalu Ki nak semoga mencapai hasil yg LBH baik,doa mama selalu menyertaimu nak🤲🏻🤲🏻🤲🏻","Finalis Pemilihan Duta Pelajar Sulawesi Barat Tahun 2024,",PPM AL-Ikhlash Lampoko,Positive,45.0,Kualitas Guru,"Sukses selalu Ki nak semoga mencapai hasil yg LBH baik,doa mama selalu menyertaimu nak🤲🏻🤲🏻🤲🏻 Finalis Pemilihan Duta Pelajar Sulawesi Barat Tahun 2024,"
76,Putra Sidenreng,Amin nak semoga dimudahan semua cita cita 🙏,"Finalis Pemilihan Duta Pelajar Sulawesi Barat Tahun 2024,",PPM AL-Ikhlash Lampoko,Positive,23.0,Kualitas Guru,"Amin nak semoga dimudahan semua cita cita 🙏 Finalis Pemilihan Duta Pelajar Sulawesi Barat Tahun 2024,"
77,Andi Sutra Dewi Majalengka,✨✨,"Finalis Pemilihan Duta Pelajar Sulawesi Barat Tahun 2024,",PPM AL-Ikhlash Lampoko,Positive,11.0,Kualitas Guru,"✨✨ Finalis Pemilihan Duta Pelajar Sulawesi Barat Tahun 2024,"
78,Paud Tigaserangkai,Sukseski semua anak2q. Aamiin,"Finalis Pemilihan Duta Pelajar Sulawesi Barat Tahun 2024,",PPM AL-Ikhlash Lampoko,Positive,13.0,Kualitas Guru,"Sukseski semua anak2q. Aamiin Finalis Pemilihan Duta Pelajar Sulawesi Barat Tahun 2024,"
79,Nurlinah Radjab,"Masyaalllah, sukses Nak sholeh Sholeha 🤲","Finalis Pemilihan Duta Pelajar Sulawesi Barat Tahun 2024,",PPM AL-Ikhlash Lampoko,Positive,14.0,Kualitas Guru,"Masyaalllah, sukses Nak sholeh Sholeha 🤲 Finalis Pemilihan Duta Pelajar Sulawesi Barat Tahun 2024,"
80,Nur Mala,Sukses buat Ananda berdua..👍👏🤲,"Finalis Pemilihan Duta Pelajar Sulawesi Barat Tahun 2024,",PPM AL-Ikhlash Lampoko,Positive,19.0,Kualitas Guru,"Sukses buat Ananda berdua..👍👏🤲 Finalis Pemilihan Duta Pelajar Sulawesi Barat Tahun 2024,"
81,Serlin Samon,semoga dimudahkan.Aamiin,"Finalis Pemilihan Duta Pelajar Sulawesi Barat Tahun 2024,",PPM AL-Ikhlash Lampoko,Positive,19.0,Kualitas Guru,"semoga dimudahkan.Aamiin Finalis Pemilihan Duta Pelajar Sulawesi Barat Tahun 2024,"
82,Carshykeroppykero Dolvinojava Sweet,Sukses selalu,"Finalis Pemilihan Duta Pelajar Sulawesi Barat Tahun 2024,",PPM AL-Ikhlash Lampoko,Positive,14.0,Kualitas Guru,"Sukses selalu Finalis Pemilihan Duta Pelajar Sulawesi Barat Tahun 2024,"
83,Rifqa HImayah,rifqa,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,rifqa pertandingan pencak silat antar putri live
84,Rifqa HImayah,ada rifqa nonton,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,ada rifqa nonton pertandingan pencak silat antar putri live
85,Rifqa HImayah,ibu nonton nak,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,ibu nonton nak pertandingan pencak silat antar putri live
86,Rifqa HImayah,liat ka nak,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,8.0,Motivasi/Spiritual,liat ka nak pertandingan pencak silat antar putri live
87,Rifqa HImayah,ke kamera ki dlu,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,ke kamera ki dlu pertandingan pencak silat antar putri live
88,Rifqa HImayah,tdk ku jemput ki besok kalau tdk mau😄😄,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,12.0,Motivasi/Spiritual,tdk ku jemput ki besok kalau tdk mau😄😄 pertandingan pencak silat antar putri live
89,Nur Aliyah,",💪💪💪",pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,",💪💪💪 pertandingan pencak silat antar putri live"
90,Basri Tompo,Tdk ikut Titah Ramadhani Tutu  tanding kah?,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,10.0,Motivasi/Spiritual,Tdk ikut Titah Ramadhani Tutu  tanding kah? pertandingan pencak silat antar putri live
91,Rifqa HImayah,ok nak nnti ku bagikan🥰,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,11.0,Motivasi/Spiritual,ok nak nnti ku bagikan🥰 pertandingan pencak silat antar putri live
92,Basri Tompo,TDK ikut tanding Titah Ramadhani Tutu  kah?,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,10.0,Motivasi/Spiritual,TDK ikut tanding Titah Ramadhani Tutu  kah? pertandingan pencak silat antar putri live
93,Harisa Icha,Ikut juga santri yg laki² Nak? 🙏,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,8.0,Motivasi/Spiritual,Ikut juga santri yg laki² Nak? 🙏 pertandingan pencak silat antar putri live
94,Rifqa HImayah,halo rifqa,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,6.0,Motivasi/Spiritual,halo rifqa pertandingan pencak silat antar putri live
95,Sunarti Muflih,Salsabila mariaya Al-Kautsar sudah bertanding?,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,7.0,Motivasi/Spiritual,Salsabila mariaya Al-Kautsar sudah bertanding? pertandingan pencak silat antar putri live
96,Harisa Icha,"Kalau Nur Khalish, sdh ikut bertanding Nak, Kelas X.",pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,14.0,Motivasi/Spiritual,"Kalau Nur Khalish, sdh ikut bertanding Nak, Kelas X. pertandingan pencak silat antar putri live"
97,Basri Tompo,Titah klas x?,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,Titah klas x? pertandingan pencak silat antar putri live
98,Basri Tompo,Titah Ramadhani Tutu,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,Titah Ramadhani Tutu pertandingan pencak silat antar putri live
99,Sunarti Muflih,Semangat muda2han juara,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,15.0,Motivasi/Spiritual,Semangat muda2han juara pertandingan pencak silat antar putri live
100,Harisa Icha,"Muhammad Nur Khalis, kelas 10. 😁",pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,12.0,Motivasi/Spiritual,"Muhammad Nur Khalis, kelas 10. 😁 pertandingan pencak silat antar putri live"
101,Sunarti Muflih,Obatmu jgn lupa diminum,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,15.0,Motivasi/Spiritual,Obatmu jgn lupa diminum pertandingan pencak silat antar putri live
102,Yanhe Betet,Salam kangen buat Aqila zahra😇,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,12.0,Motivasi/Spiritual,Salam kangen buat Aqila zahra😇 pertandingan pencak silat antar putri live
103,Nazil Fahmi,Ma syaa Allah semangat santri PPM Al-Ikhlas,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,19.0,Motivasi/Spiritual,Ma syaa Allah semangat santri PPM Al-Ikhlas pertandingan pencak silat antar putri live
104,Nazil Fahmi,Ada ustadz waspada di situ ya dik,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,14.0,Motivasi/Spiritual,Ada ustadz waspada di situ ya dik pertandingan pencak silat antar putri live
105,Rifqa HImayah,coba ksih liat dlu rifqa nak mau liat bpkx bru tiba dr mamuju rindu,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,25.0,Motivasi/Spiritual,coba ksih liat dlu rifqa nak mau liat bpkx bru tiba dr mamuju rindu pertandingan pencak silat antar putri live
106,Nazil Fahmi,Belum main turnamen untuk santriwannya ya dik?,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,9.0,Motivasi/Spiritual,Belum main turnamen untuk santriwannya ya dik? pertandingan pencak silat antar putri live
107,Appha Abimela,Spill yg bicara dongg,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,Spill yg bicara dongg pertandingan pencak silat antar putri live
108,Yanhe Betet,Up,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,Up pertandingan pencak silat antar putri live
109,Yanhe Betet,Up,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,Up pertandingan pencak silat antar putri live
110,Nazil Fahmi,"Salam dgn ustadz waspada ya dik, dari temannya pas seangkatan ya",pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,20.0,Motivasi/Spiritual,"Salam dgn ustadz waspada ya dik, dari temannya pas seangkatan ya pertandingan pencak silat antar putri live"
111,Appha Abimela,Tingkat apa ini,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,9.0,Motivasi/Spiritual,Tingkat apa ini pertandingan pencak silat antar putri live
112,Rifqa HImayah,iye masuk mki nak,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,8.0,Motivasi/Spiritual,iye masuk mki nak pertandingan pencak silat antar putri live
113,Yanhe Betet,"Semangatq anak2 soleha.. _x000D_
Jaga kesehatan😇",pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,21.0,Motivasi/Spiritual,"Semangatq anak2 soleha.. _x000D_
Jaga kesehatan😇 pertandingan pencak silat antar putri live"
114,Appha Abimela,Tau sekali suaranya pak aslam,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,17.0,Motivasi/Spiritual,Tau sekali suaranya pak aslam pertandingan pencak silat antar putri live
115,Bahar Lallo,Sudah mi tanding syafira berliana?,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,7.0,Motivasi/Spiritual,Sudah mi tanding syafira berliana? pertandingan pencak silat antar putri live
116,Bahar Lallo,Semangat fira...,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,10.0,Motivasi/Spiritual,Semangat fira... pertandingan pencak silat antar putri live
117,Yanhe Betet,Aqila zahra sdah bertanding?,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,7.0,Motivasi/Spiritual,Aqila zahra sdah bertanding? pertandingan pencak silat antar putri live
118,Yanhe Betet,Alhamdulillah 😇,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,10.0,Motivasi/Spiritual,Alhamdulillah 😇 pertandingan pencak silat antar putri live
119,Bahar Lallo,Kpn pi tanding syafira?,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,7.0,Motivasi/Spiritual,Kpn pi tanding syafira? pertandingan pencak silat antar putri live
120,Yanhe Betet,Nanti pulang bunda ajak makan burger nah😅,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,18.0,Motivasi/Spiritual,Nanti pulang bunda ajak makan burger nah😅 pertandingan pencak silat antar putri live
121,Bahar Lallo,Bapak ini...,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,Bapak ini... pertandingan pencak silat antar putri live
122,Bahar Lallo,Mana Aura?,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,Mana Aura? pertandingan pencak silat antar putri live
123,Yanhe Betet,Tgl 24 bersamaan perpulangan yg santri putra,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,8.0,Motivasi/Spiritual,Tgl 24 bersamaan perpulangan yg santri putra pertandingan pencak silat antar putri live
124,Bahar Lallo,Salam sama Ustadz Zaid,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,8.0,Motivasi/Spiritual,Salam sama Ustadz Zaid pertandingan pencak silat antar putri live
125,Yanhe Betet,Kakak semangat ya,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,10.0,Motivasi/Spiritual,Kakak semangat ya pertandingan pencak silat antar putri live
126,Yanhe Betet,Semoga besok bisa menang😇,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,15.0,Motivasi/Spiritual,Semoga besok bisa menang😇 pertandingan pencak silat antar putri live
127,Bahar Lallo,"Foto dulu admin anak anak,, baru kirim messenger 🙏",pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,16.0,Motivasi/Spiritual,"Foto dulu admin anak anak,, baru kirim messenger 🙏 pertandingan pencak silat antar putri live"
128,Yanhe Betet,Aqila zahra...,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,Aqila zahra... pertandingan pencak silat antar putri live
129,Yanhe Betet,Bismillah nak,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,9.0,Motivasi/Spiritual,Bismillah nak pertandingan pencak silat antar putri live
130,Bahar Lallo,Siapa yg tanding ini?,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,10.0,Motivasi/Spiritual,Siapa yg tanding ini? pertandingan pencak silat antar putri live
131,Yanhe Betet,Siapa menang ustadz??,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,20.0,Motivasi/Spiritual,Siapa menang ustadz?? pertandingan pencak silat antar putri live
132,Dimas,Mantap KK Aqila Zahra menang,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,19.0,Motivasi/Spiritual,Mantap KK Aqila Zahra menang pertandingan pencak silat antar putri live
133,Bahar Lallo,Anna sudah ki tanding nah?,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,7.0,Motivasi/Spiritual,Anna sudah ki tanding nah? pertandingan pencak silat antar putri live
134,Yanhe Betet,Kakak..,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,Kakak.. pertandingan pencak silat antar putri live
135,Yanhe Betet,Sudah selesaimi?,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,Sudah selesaimi? pertandingan pencak silat antar putri live
136,Yanhe Betet,Kakak msih tanding besok berarti?,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,8.0,Motivasi/Spiritual,Kakak msih tanding besok berarti? pertandingan pencak silat antar putri live
137,Bahar Lallo,"Iya nak... Semngat terus... Kalah menang tdk masalah,, yg penting pengalaman nya",pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,32.0,Motivasi/Spiritual,"Iya nak... Semngat terus... Kalah menang tdk masalah,, yg penting pengalaman nya pertandingan pencak silat antar putri live"
138,Yanhe Betet,"Semangat ya.. _x000D_
Jgan lupa jga kesehatan.. _x000D_
Mnta vitamin sm bule😇",pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,19.0,Motivasi/Spiritual,"Semangat ya.. _x000D_
Jgan lupa jga kesehatan.. _x000D_
Mnta vitamin sm bule😇 pertandingan pencak silat antar putri live"
139,Bahar Lallo,Di dpn kamera ki dulu e mau screenshot i,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,11.0,Motivasi/Spiritual,Di dpn kamera ki dulu e mau screenshot i pertandingan pencak silat antar putri live
140,Yanhe Betet,Kakak jg bunda mau SS,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,19.0,Motivasi/Spiritual,Kakak jg bunda mau SS pertandingan pencak silat antar putri live
141,Yanhe Betet,Lagi kakak,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,8.0,Motivasi/Spiritual,Lagi kakak pertandingan pencak silat antar putri live
142,Bahar Lallo,Hahah sudah mi,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,Hahah sudah mi pertandingan pencak silat antar putri live
143,Yanhe Betet,Sdahmi😅,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,Sdahmi😅 pertandingan pencak silat antar putri live
144,Yanhe Betet,Jam brp besok tanding?,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,7.0,Motivasi/Spiritual,Jam brp besok tanding? pertandingan pencak silat antar putri live
145,Yanhe Betet,Jam brp besok?,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,Jam brp besok? pertandingan pencak silat antar putri live
146,Yanhe Betet,Okk..,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,Okk.. pertandingan pencak silat antar putri live
147,Risna Ina Djanur,Setia nonton mahasiswa KKN di asrama😁,pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,12.0,Motivasi/Spiritual,Setia nonton mahasiswa KKN di asrama😁 pertandingan pencak silat antar putri live
148,Bahar Lallo,"Nnti libur,,,, sparing ki drmh na anna😁",pertandingan pencak silat antar putri live,PPM AL-Ikhlash Lampoko,Positive,11.0,Motivasi/Spiritual,"Nnti libur,,,, sparing ki drmh na anna😁 pertandingan pencak silat antar putri live"
