no,ponpes,text_combined,sentimen_lexicon,aspek_manual
"242,PPM AL-Ikhlash Lampoko,""Alhamdulillah, smps al ikhlash lampoko sukses selalu, alhamdulilah smps al ikhlash lampoko menjadi juara"",Positif,Umum"
147,PPM AL-Ikhlash Lampoko,Setia nonton mahasiswa kkn asrama tanding antar putri live - Pencakur -,Positif,Kualitas Guru
"16,PPM AL-Ikhlash Lampoko,""Masyaallah, peluang beasiswa tunisia untuk alumni al ikhlash lampoko s..."",Netral,Umum"
407,Ponpes Syekh Hasan Yamani,Smangat belajarx nak haikal moga jd hafiz qur an pagi rindu,Negatif,Umum
605,Ponpes Syekh Hasan Yamani,ma shaa allah moga harum nama baik sulawesi barat utama nama ponpesnya madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
"447,Ponpes Syekh Hasan Yamani,""Inna lillahi wa inna ilaihi rojiun, semoga Allah Rahmat tinggalkan anak-anak salihah alumni salihah puspawati alumni"",Negatif,Pembinaan Karakter"
359,Ponpes Syekh Hasan Yamani,aamiin selamat hari raya idul fitri h,Positif,Prestasi
430,Ponpes Syekh Hasan Yamani,innalillahi wa inna ilaihi rajiun tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
159,PPM AL-Ikhlash Lampoko,hahahahha jdi ingat wktu pondok pura pura sakit,Negatif,Motivasi/Spiritual
453,Ponpes Syekh Hasan Yamani,Alfateha unk beliau tinggal anak-anak alumni salihah puspawati alumni,Negatif,Pembinaan Karakter
659,Ponpes Salafiyah Parappe,bismillahirrahmanirrahim moga anak dapat nilai maksimal amin laksana uji thobaqah madrasah ihya ulumuddin tahap iii uji tulis selenggara tanggal februari,Positif,Fasilitas
163,PPM AL-Ikhlash Lampoko,Masya Allah anak soleh konten Santri,Positif,Kegiatan Pondok
96,PPM AL-Ikhlash Lampoko,kalau nur khalish sdh ikut tanding nak kelas x tanding pencak silat antar putri live,Netral,Kualitas Guru
"201,PPM AL-Ikhlash Lampoko,""Masya Alloh, kereen luar biasa yel yel ppm al ikhlash"",Negatif,Umum"
25,PPM AL-Ikhlash Lampoko,bangga sekali teman pondok pesantren modern al ikhlas alhamdulillah selamat muslim santri kelas xi merdeka ketua ospi putra periode,Positif,Motivasi/Spiritual
"748,Ponpes Salafiyah Parappe,""Mudah-mudahan anak-anak satria hadap uji thobaqoh aamiinn moga ana lulus sebentar akan menyelenggarakan uji coba thobaqoh tahap ii pada bulan november,"",Netral,Motivasi/Spiritual"
781,Ponpes Salafiyah Parappe,Aamiin allahhumma aamiin mulia hari hari mulia semoga allah mulia dunia akhirat kita,Positif,Prestasi
258,PPM AL-Ikhlash Lampoko,Spil tempat dewan guru nya min suasana upacara agustus,Positif,Umum
554,Ponpes Syekh Hasan Yamani,sehat slalu semangat ana uji tulis,Negatif,Fasilitas
455,Ponpes Syekh Hasan Yamani,alfatiha buat beliau tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
"602,Ponpes Syekh Hasan Yamani,""Alhamdulillah, meskipun ada yang kurang fit xd moga juara dinda madrasah fest jaksel wakil south south africa"",Positif,Fasilitas"
"246,PPM AL-Ikhlash Lampoko,""Smps al ikhlash lampoko hingga saat ini sllu juara, alhamdulilah smps al ikhlash juara"",Positif,Umum"
"774,Ponpes Salafiyah Parappe,""Amin mulia hari hari mulia, semoga allah mulia kita dengan baik di dunia dan akhirat"",Netral,Prestasi"
58,PPM AL-Ikhlash Lampoko,Selamat untuk nanda akhsay selamat untuk ppm al ikhlas lampoko,Positif,Umum
252,PPM AL-Ikhlash Lampoko,Masyaallah alhamdulilah smps al ikhlash lampoko menjadi juara 1 dalam perlombaan senam,Positif,Umum
309,PPM AL-Ikhlash Lampoko,alhamdulillah ceramah safari ramadhani fahmi,Positif,Pembinaan Karakter
629,Ponpes Syekh Hasan Yamani,maasya allah murobbi gurunda tuan guru ust abdul shomad murobbi kiyai amin said al mahdal,Positif,Sosial
135,PPM AL-Ikhlash Lampoko,Selesaimi tanding putri - Pencakur Salju antar Putri Live,Positif,Kualitas Guru
587,Ponpes Syekh Hasan Yamani,izin share istoghosah rangka ingat hari santri nasional pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
701,Ponpes Salafiyah Parappe,bismillah moga allah mudah lancar uji lisan hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual
398,Ponpes Syekh Hasan Yamani,aamiin rabb kelas a kmi muadalah putra,Negatif,Sosial
313,PPM AL-Ikhlash Lampoko,Barokathullahfieq xd sehat selalu nak xd waltakummingkumummatuyyadunailalkhair waya muruna bilma ruf wayanhauna anilmukar xd aset khusus bapak jayadi jafar ibu Nurmala Sari muin ceramah safari,Negatif,Pembinaan Karakter
130,PPM AL-Ikhlash Lampoko,Siapa tanding tanding putri tanding bela diri live,Positif,Kualitas Guru
630,Ponpes Syekh Hasan Yamani,Masya allah murobbi gurunda guru ust abdul shomad murobbi kiyai amin said al mahdal,Positif,Sosial
568,Ponpes Syekh Hasan Yamani,aamiin aktivitas santri phy dzikir pagi al ma tsurat,Negatif,Sosial
571,Ponpes Syekh Hasan Yamani,Amin rabbal alamin aktivitas para ulama phy dzikir pagi al ma tsurat,Negatif,Sosial
498,Ponpes Syekh Hasan Yamani,aamiin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok
270,PPM AL-Ikhlash Lampoko,sehat sehat selalu anak anak sholeha ku semua latih gerak jalan santri ppm al ikhlash rangka siap hut ri,Negatif,Umum
"674,Ponpes Salafiyah Parappe,""Selamat Hari Guru, semoga sehat selalu, guru hebat Indonesia kuat"",Positif,Sosial"
704,Ponpes Salafiyah Parappe,Bismillah moga lancar semua nak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual
"309,PPM AL-Ikhlash Lampoko,""Alhamdulillah, ceramah Safari ramadhani fahmi"",Positif,Pembinaan Karakter"
245,PPM AL-Ikhlash Lampoko,Alhamdulillah anak sholehah smps al ikhlash lampoko menjadi juara 1 dalam perlombaan gerak jalan,Positif,Umum
245,PPM AL-Ikhlash Lampoko,alhamdulillah anak sholehah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
475,Ponpes Syekh Hasan Yamani,Sukses selalu pondok cinta shyech hasan yamani lembar sejarah kami rajut lalu rajut sama tegak nilai juang,Positif,Kegiatan Pondok
706,Ponpes Salafiyah Parappe,masya allah moga d mudah nak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual
567,Ponpes Syekh Hasan Yamani,Fauzan fauzan amien terima kasih vibes sya ban versi Santri hasan yamani,Negatif,Kegiatan Pondok
378,Ponpes Syekh Hasan Yamani, lomba debat bahasa arab,Negatif,Prestasi
152,PPM AL-Ikhlash Lampoko, tanding pencak silat antar putri live,Positif,Kualitas Guru
517,Ponpes Syekh Hasan Yamani,Nak sharul mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
572,Ponpes Syekh Hasan Yamani,Aamiin aamiin aktivitas para ulama phy dzikir pagi al ma tsurat,Positif,Sosial
308,PPM AL-Ikhlash Lampoko,Masyaallahh nak fahmi ceramah safari ramadhani fahmi,Netral,Pembinaan Karakter
613,Ponpes Syekh Hasan Yamani,aamiin madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
497,Ponpes Syekh Hasan Yamani,masyaa allah aamiin robbal alamiin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok
807,Ponpes Salafiyah Parappe,Insyaallah tahun anak-anak akan dibuka pendaftaran calon siswa baru di pondok salafiyah parappe,Negatif,Kegiatan Pondok
763,Ponpes Salafiyah Parappe,amin rabbal alamin seremonial buka porseni antar santriwati pondok pesantren salafiyah parappe,Negatif,Kegiatan Pondok
666,Ponpes Salafiyah Parappe,Hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,Negatif,Prestasi
693,Ponpes Salafiyah Parappe,alhamdulillah galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas
121,PPM AL-Ikhlash Lampoko,bapak tanding pencak silat antar putri live,Positif,Kualitas Guru
624,Ponpes Syekh Hasan Yamani,Amin madrasah fest jakrta wakil south africa,Negatif,Fasilitas
222,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
84,PPM AL-Ikhlash Lampoko,Rifka nonton live streaming tanding putri-pencakur,Positif,Kualitas Guru
712,Ponpes Salafiyah Parappe,Maasyikkan uji coba alih thobaqoh tahap ii di ihya ulumiddin uji tulis,Positif,Fasilitas
"281,PPM AL-Ikhlash Lampoko,""Luaar biasa prestasimu, sukses di masa lalu dalam lindung aamiin mahasiswa ppm al ikhlash tuju universitas al azhar mesir"",Positif,Umum"
184,PPM AL-Ikhlash Lampoko,insyaallah aamin selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,Netral,Fasilitas
76,PPM AL-Ikhlash Lampoko,Amin nak moga mudah semua cita-cita akhir dalam pemilihan duta ajar south africa tahun,Negatif,Fasilitas
149,PPM AL-Ikhlash Lampoko,Yaa ajarkan ki lebih baik tanding tanding putri di Pencakur Salju live,Positif,Kualitas Guru
656,Ponpes Salafiyah Parappe,(a) moga uji anak mudah dan hasil baik laksana uji thobaqoh ihya ulumuddin tahap iii uji tulis selenggara februari,Negatif,Fasilitas
636,Ponpes Salafiyah Parappe,Selamat datang di Koperasi Putri Salafiyah Parappe,Positif,Kegiatan Pondok
318,PPM AL-Ikhlash Lampoko,Allahummarhamna bil qur an live Tasmi Putri,Positif,Kualitas Guru
633,Ponpes Syekh Hasan Yamani,sehat selalu guru murobbi gurunda tuan guru ust abdul shomad murobbi kiyai amin said al mahdal,Positif,Sosial
524,Ponpes Syekh Hasan Yamani,masyaaallah sukses selalu nak soleh mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
312,PPM AL-Ikhlash Lampoko,Alhamdulillah bertemu dengan pa ceramah safari ramadhani fahmi tdi mlm,Netral,Pembinaan Karakter
"372,Ponpes Syekh Hasan Yamani,""Moga libur ramadannya penuh dengan ibadah, membawa berkah bagi anakda ustz dn orang tua, libur ramadan semakin dekat"",Positif,Kualitas Guru"
"43,PPM AL-Ikhlash Lampoko,""Alhamdulillah, semoga bina bina ank-ank sllu sehat, sy orang tua sllu rapat evaluasi bulan"",Negatif,Motivasi/Spiritual"
"542,Ponpes Syekh Hasan Yamani,""Alhamdulillah, sambut hari merdeka, siswa-sivitas pondok syech hasan yamani ikut dalam perlombaan jalan sehat kec campalagian"",Positif,Kegiatan Pondok"
311,PPM AL-Ikhlash Lampoko,Insyaallah pak dusun ceramah safari ramadhani fahmi,Positif,Pembinaan Karakter
338,PPM AL-Ikhlash Lampoko,makin sukses ustad selamat sukses pimpin pondok pesantren modern al ikhlash lampoko ust ihsan zainuddin lc dipl telah pilih serta daurah didik intensif universitas ummul quro mek,Positif,Kegiatan Pondok
165,PPM AL-Ikhlash Lampoko,Ank Sholeh Luar Biasa Konten Santri,Netral,Akademik
645,Ponpes Salafiyah Parappe,Kpng jemput klw putra lancar jemput putri ponpes buka jemput mulai februari pukul wita,Negatif,Kualitas Guru
618,Ponpes Syekh Hasan Yamani,aamiin madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
507,Ponpes Syekh Hasan Yamani,masya allah bikin merinding anak luar biasa orang tua didik juara qori al quran tingkat nasional,Negatif,Prestasi
623,Ponpes Syekh Hasan Yamani,masya allah tabarakallah xd smoga ananda dapat hasil baik madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
223,PPM AL-Ikhlash Lampoko,devenisi jilbab tdak jadi halang prestasi alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Negatif,Umum
"14,PPM AL-Ikhlash Lampoko,""Masyaallah, ada peluang untuk mendapatkan beasiswa tunisia untuk Santri Al Ikhlas Lampoko, Sulbar"",Netral,Umum"
779,Ponpes Salafiyah Parappe,aaaaamin mulia hari hari mulia moga allah mulia kita dengan baik dunia akhirat,Positif,Prestasi
62,PPM AL-Ikhlash Lampoko,luar biasa tutup juara pencak silat antar santri ppm al ikhlash,Negatif,Umum
504,Ponpes Syekh Hasan Yamani,masyaallah denah parkir maulid nabi muhammad saw pp s hasan yamani,Negatif,Motivasi/Spiritual
190,PPM AL-Ikhlash Lampoko,kerennn lomba gerak jalan tingkat kabupaten,Positif,Umum
95,PPM AL-Ikhlash Lampoko,Salsabila Mariaya Al Tsar tanding tanding antar putri tanding tanding Pencaksilat,Positif,Kualitas Guru
"264,PPM AL-Ikhlash Lampoko,""Mantap, luar biasa, semoga sukses selalu, amiin suasana upacara agustus"",Positif,Umum"
728,Ponpes Salafiyah Parappe,alhamdulillah moga mudah ikut uji allah sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Positif,Motivasi/Spiritual
749,Ponpes Salafiyah Parappe,Allah cepat mudah allah sebentar akan laksana dalam uji coba thobaqoh tahap ii tanggal november,Negatif,Motivasi/Spiritual
315,PPM AL-Ikhlash Lampoko,barakallahu fiik live tasmi putri,Positif,Kualitas Guru
438,Ponpes Syekh Hasan Yamani,orang mana kasiang alumni mas santri tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
785,Ponpes Salafiyah Parappe,Moga sehat selalu d tempt baru ustzah hidayah aamiin moment haru pisah salah satu asafidzah pondok salafiyah parappe putri ustadzah nur hidayah syahdan tempat tugas baru nya,Negatif,Kegiatan Pondok
